date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:08:48	35/35	---MC-	200	added ('OK')	text/plain	date:Mon,%2030%20Sep%202024%2004:08:47%20GMT	https://a.ladipage.com/robots.txt		(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:49	68/68	---MC-	200	added ('OK')	application/json	date:Mon,%2030%20Sep%202024%2004:08:48%20GMT	https://api.sales.ldpform.net/robots.txt		(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:50	1/1	---M--	200	added ('OK')	text/plain	date:Mon,%2030%20Sep%202024%2004:08:49%20GMT	https://g.ladicdn.com/robots.txt		(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:51	6/6	---MC-	500	error ('Internal%20Server%20Error')	image/jpeg	date:Mon,%2030%20Sep%202024%2004:08:45%20GMT	https://w.ladicdn.com/	/var/www/copy-web/weddding2/w.ladicdn.com/index.html	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:51	1/1	--F---	200	added ('OK%20(cached)')	text/html		https://g.ladicdn.com/	/var/www/copy-web/weddding2/g.ladicdn.com/index.html	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:52	68/-1	---M--	200	added ('OK')	application/json	date:Mon,%2030%20Sep%202024%2004:08:51%20GMT	https://api.sales.ldpform.net/	/var/www/copy-web/weddding2/api.sales.ldpform.net/index.html	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:53	68/68	---MC-	200	added ('OK')	application/json	date:Mon,%2030%20Sep%202024%2004:08:51%20GMT	https://api.sales.ldpform.net/robots.txt		(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:53	7342/7342	UR-MCZ	200	added ('OK')	image/png	date:Mon,%2019%20Aug%202024%2009:17:34%20GMT	https://w.ladicdn.com/s400x400/5e51ff6161a254079fc6d2ed/may-tinh-10111111111-20231009133927-cj_yy.png	/var/www/copy-web/weddding2/w.ladicdn.com/s400x400/5e51ff6161a254079fc6d2ed/may-tinh-10111111111-20231009133927-cj_yy.png	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:53	412825/412825	UR-MCZ	200	added ('OK')	text/javascript	date:Fri,%2027%20Sep%202024%2007:04:51%20GMT	https://w.ladicdn.com/v4/source/ladipagev3.min.js?v=1725620447318	/var/www/copy-web/weddding2/w.ladicdn.com/v4/source/ladipagev3.min041e.js	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:54	19013/19013	UR-MCZ	200	added ('OK')	image/png	date:Mon,%2019%20Aug%202024%2009:17:35%20GMT	https://w.ladicdn.com/s550x400/5e51ff6161a254079fc6d2ed/shape-20231009123132-bofwo.png	/var/www/copy-web/weddding2/w.ladicdn.com/s550x400/5e51ff6161a254079fc6d2ed/shape-20231009123132-bofwo.png	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:55	75222/75222	UR-MCZ	200	added ('OK')	image/jpeg	date:Wed,%2028%20Aug%202024%2007:35:17%20GMT	https://w.ladicdn.com/s750x600/5e51ff6161a254079fc6d2ed/album-anh-cuoi-vuon-nhan-22-20231009123131-8m68b.jpg	/var/www/copy-web/weddding2/w.ladicdn.com/s750x600/5e51ff6161a254079fc6d2ed/album-anh-cuoi-vuon-nhan-22-20231009123131-8m68b.jpg	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:56	8024/8024	UR-MCZ	200	added ('OK')	image/png	date:Wed,%2028%20Aug%202024%2007:35:17%20GMT	https://w.ladicdn.com/s400x400/5e51ff6161a254079fc6d2ed/may-tinh-9111-20231009133927-br-wb.png	/var/www/copy-web/weddding2/w.ladicdn.com/s400x400/5e51ff6161a254079fc6d2ed/may-tinh-9111-20231009133927-br-wb.png	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:57	279067/279067	UR-MCZ	200	added ('OK')	image/png	date:Wed,%2028%20Aug%202024%2007:35:08%20GMT	https://w.ladicdn.com/s600x600/5e51ff6161a254079fc6d2ed/8-2-20231009123120-3qq3w.png	/var/www/copy-web/weddding2/w.ladicdn.com/s600x600/5e51ff6161a254079fc6d2ed/8-2-20231009123120-3qq3w.png	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:58	197379/197379	UR-MCZ	200	added ('OK')	image/jpeg	date:Wed,%2028%20Aug%202024%2007:34:58%20GMT	https://w.ladicdn.com/s1440x709/5e51ff6161a254079fc6d2ed/album-anh-cuoi-vuon-nhan-27-20231009123131-lbkns.jpg	/var/www/copy-web/weddding2/w.ladicdn.com/s1440x709/5e51ff6161a254079fc6d2ed/album-anh-cuoi-vuon-nhan-27-20231009123131-lbkns.jpg	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:58	1/1	---M--	200	added ('OK')	text/plain	date:Mon,%2030%20Sep%202024%2004:08:53%20GMT	https://g.ladicdn.com/robots.txt		(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:59	262797/262797	UR-MCZ	200	added ('OK')	image/png	date:Mon,%2019%20Aug%202024%2009:17:35%20GMT	https://w.ladicdn.com/s700x1200/5e51ff6161a254079fc6d2ed/time-love-20231009123132--_3ff.png	/var/www/copy-web/weddding2/w.ladicdn.com/s700x1200/5e51ff6161a254079fc6d2ed/time-love-20231009123132--_3ff.png	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:09:00	6/-1	---M--	500	error ('Internal%20Server%20Error')	image/jpeg	date:Mon,%2030%20Sep%202024%2004:08:59%20GMT	https://w.ladicdn.com/	/var/www/copy-web/weddding2/w.ladicdn.com/index.html	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:09:00	148591/148591	UR-MCZ	200	added ('OK')	image/png	date:Mon,%2019%20Aug%202024%2009:17:34%20GMT	https://w.ladicdn.com/s500x450/5e51ff6161a254079fc6d2ed/2023-1311-20231009123126-gqhgr.png	/var/www/copy-web/weddding2/w.ladicdn.com/s500x450/5e51ff6161a254079fc6d2ed/2023-1311-20231009123126-gqhgr.png	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:09:00	6/-1	---M--	500	error ('Internal%20Server%20Error')	image/jpeg	date:Mon,%2030%20Sep%202024%2004:08:59%20GMT	https://w.ladicdn.com/	/var/www/copy-web/weddding2/w.ladicdn.com/index.html	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
